Model,Graph,param_id,Hyperparameter 1,Hyperparameter 2,Mean rel. gap (%),Median rel. gap (%),Min rel. gap (%),Std rel. gap (%),Success rate (%)
q-PDC,g05_20.0,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf15.0,gamma_factor=15.00,,3.01,3.57,0.00,1.90,12.00
q-PDC,g05_20.1,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf10.0,gamma_factor=10.00,,1.54,1.27,0.00,1.32,28.00
q-PDC,g05_20.2,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf10.0,gamma_factor=10.00,,2.82,2.44,0.00,1.57,8.00
q-PDC,g05_20.3,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf15.0,gamma_factor=15.00,,2.84,2.44,0.00,1.56,8.00
q-PDC,g05_20.4,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf10.0,gamma_factor=10.00,,1.70,1.20,0.00,1.28,20.00
q-PDC,g05_20.5,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf20.0,gamma_factor=20.00,,2.76,2.41,0.00,2.03,12.00
q-PDC,g05_20.6,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf10.0,gamma_factor=10.00,,1.88,1.20,0.00,1.32,10.00
q-PDC,g05_20.7,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf15.0,gamma_factor=15.00,,2.64,2.50,0.00,1.43,8.00
q-PDC,g05_20.8,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf20.0,gamma_factor=20.00,,2.59,2.53,0.00,1.75,10.00
q-PDC,g05_20.9,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf15.0,gamma_factor=15.00,,2.74,2.44,0.00,1.60,11.00
q-PDC,g05_30.0,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf5.0,gamma_factor=5.00,,4.19,4.26,0.00,1.73,1.00
q-PDC,g05_30.1,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf20.0,gamma_factor=20.00,,3.09,3.23,0.00,1.44,1.00
q-PDC,g05_30.2,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf20.0,gamma_factor=20.00,,3.40,3.24,0.00,1.39,2.00
q-PDC,g05_30.3,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf25.0,gamma_factor=25.00,,4.01,3.83,0.00,1.53,1.00
q-PDC,g05_30.4,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf15.0,gamma_factor=15.00,,2.77,2.73,0.00,1.28,2.00
q-PDC,g05_30.5,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,3.87,3.93,0.56,1.43,0.00
q-PDC,g05_30.6,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,3.75,3.95,0.56,1.45,0.00
q-PDC,g05_30.7,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf10.0,gamma_factor=10.00,,3.86,3.33,0.00,1.69,1.00
q-PDC,g05_30.8,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf5.0,gamma_factor=5.00,,3.46,3.33,0.00,1.52,1.00
q-PDC,g05_30.9,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,4.22,3.91,1.12,1.36,0.00
q-PDC,g05_40.0,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,3.88,3.74,0.62,1.58,0.00
q-PDC,g05_40.1,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,4.18,4.26,1.64,1.23,0.00
q-PDC,g05_40.2,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,4.04,4.08,1.31,1.33,0.00
q-PDC,g05_40.3,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,3.92,3.79,1.58,1.19,0.00
q-PDC,g05_40.4,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf15.0,gamma_factor=15.00,,2.85,2.81,0.00,1.45,1.00
q-PDC,g05_40.5,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,4.61,4.52,1.94,1.50,0.00
q-PDC,g05_40.6,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,4.37,4.56,0.65,1.54,0.00
q-PDC,g05_40.7,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf15.0,gamma_factor=15.00,,3.56,3.70,0.00,1.53,1.00
q-PDC,g05_40.8,po2*num_states - 1_bconst(1/(1+num_edges/num_vertices))_gpf0.0,gamma_factor=0.00,,4.60,4.52,1.61,1.13,0.00
